时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°),Q0,Q1,Q2,Q3
"2025-04-21T11:53:22.026Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0244,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.027Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0244,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.174Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.175Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.176Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.319Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9653,-0.1133,0.1460,33.14,-5.80,-1.71,-5.54,-23.73,1.23,0.977478,-0.045044,-0.205872,0.000580
"2025-04-21T11:53:22.321Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9653,-0.1133,0.1460,33.14,-5.80,-1.71,-5.54,-23.73,1.23,0.977478,-0.045044,-0.205872,0.000580
"2025-04-21T11:53:22.322Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9653,-0.1133,0.1460,33.14,-5.80,-1.71,-5.54,-23.73,1.23,0.977478,-0.045044,-0.205872,0.000580
"2025-04-21T11:53:22.379Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9775,-0.1348,0.1235,-17.82,-6.71,-2.44,-7.09,-35.88,2.16,0.949707,-0.052979,-0.308502,-0.001068
"2025-04-21T11:53:22.381Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9775,-0.1348,0.1235,-17.82,-6.71,-2.44,-7.09,-35.88,2.16,0.949707,-0.052979,-0.308502,-0.001068
"2025-04-21T11:53:22.382Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9775,-0.1348,0.1235,-17.82,-6.71,-2.44,-7.09,-35.88,2.16,0.949707,-0.052979,-0.308502,-0.001068
"2025-04-21T11:53:22.470Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9741,-0.1357,0.1289,-15.69,-6.47,0.06,-11.67,-48.99,4.22,0.906158,-0.077271,-0.415588,-0.008759
"2025-04-21T11:53:22.471Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9741,-0.1357,0.1289,-15.69,-6.47,0.06,-11.67,-48.99,4.22,0.906158,-0.077271,-0.415588,-0.008759
"2025-04-21T11:53:22.472Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9741,-0.1357,0.1289,-15.69,-6.47,0.06,-11.67,-48.99,4.22,0.906158,-0.077271,-0.415588,-0.008759
"2025-04-21T11:53:22.473Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0249,0.00,0.00,-0.12,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.474Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0249,0.00,0.00,-0.12,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.475Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0249,0.00,0.00,-0.12,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.534Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.535Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.536Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.714Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.715Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.716Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0093,1.0249,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.800Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9888,-0.1479,0.1318,15.01,3.42,0.00,0.25,0.07,0.00,0.999939,0.002899,0.000702,0.000000
"2025-04-21T11:53:22.801Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9888,-0.1479,0.1318,15.01,3.42,0.00,0.25,0.07,0.00,0.999939,0.002899,0.000702,0.000000
"2025-04-21T11:53:22.802Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9888,-0.1479,0.1318,15.01,3.42,0.00,0.25,0.07,0.00,0.999939,0.002899,0.000702,0.000000
"2025-04-21T11:53:22.889Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9658,-0.1396,0.1074,4.76,1.04,1.77,0.80,-0.66,0.04,0.999908,0.007202,-0.005737,0.000458
"2025-04-21T11:53:22.889Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9658,-0.1396,0.1074,4.76,1.04,1.77,0.80,-0.66,0.04,0.999908,0.007202,-0.005737,0.000458
"2025-04-21T11:53:22.890Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9658,-0.1396,0.1074,4.76,1.04,1.77,0.80,-0.66,0.04,0.999908,0.007202,-0.005737,0.000458
"2025-04-21T11:53:22.949Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1450,0.1323,-2.69,0.43,0.85,-0.35,-6.20,0.27,0.998474,-0.002960,-0.054077,0.002258
"2025-04-21T11:53:22.951Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1450,0.1323,-2.69,0.43,0.85,-0.35,-6.20,0.27,0.998474,-0.002960,-0.054077,0.002258
"2025-04-21T11:53:22.951Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1450,0.1323,-2.69,0.43,0.85,-0.35,-6.20,0.27,0.998474,-0.002960,-0.054077,0.002258
"2025-04-21T11:53:22.954Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0103,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.955Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0103,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:22.956Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0103,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.044Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.045Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.045Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0093,1.0254,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.194Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0088,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.195Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0088,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.196Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0088,0.0088,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.279Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9663,-0.1470,0.1348,-9.16,-0.67,2.14,-7.39,-41.48,3.22,0.933441,-0.050323,-0.355011,0.003418
"2025-04-21T11:53:23.280Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9663,-0.1470,0.1348,-9.16,-0.67,2.14,-7.39,-41.48,3.22,0.933441,-0.050323,-0.355011,0.003418
"2025-04-21T11:53:23.281Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9663,-0.1470,0.1348,-9.16,-0.67,2.14,-7.39,-41.48,3.22,0.933441,-0.050323,-0.355011,0.003418
"2025-04-21T11:53:23.370Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1548,0.1411,-11.90,0.55,2.01,-9.66,-45.04,4.31,0.920959,-0.063324,-0.384338,0.002380
"2025-04-21T11:53:23.371Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1548,0.1411,-11.90,0.55,2.01,-9.66,-45.04,4.31,0.920959,-0.063324,-0.384338,0.002380
"2025-04-21T11:53:23.371Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9834,-0.1548,0.1411,-11.90,0.55,2.01,-9.66,-45.04,4.31,0.920959,-0.063324,-0.384338,0.002380
"2025-04-21T11:53:23.435Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0244,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.435Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0244,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.436Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0244,0.00,0.00,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.489Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9707,-0.1616,0.1274,-11.96,-0.06,2.93,-12.27,-48.58,5.60,0.907288,-0.077301,-0.413239,0.000397
"2025-04-21T11:53:23.490Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9707,-0.1616,0.1274,-11.96,-0.06,2.93,-12.27,-48.58,5.60,0.907288,-0.077301,-0.413239,0.000397
"2025-04-21T11:53:23.491Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9707,-0.1616,0.1274,-11.96,-0.06,2.93,-12.27,-48.58,5.60,0.907288,-0.077301,-0.413239,0.000397
"2025-04-21T11:53:23.525Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.526Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.526Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0083,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.674Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0093,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.675Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0093,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.676Z",s1vnFCHDE88wywe5tepp/A==,"WT901BLE67",0.0093,0.0098,1.0249,0.00,-0.06,-0.06,0.54,-0.49,-163.76,0.141235,-0.003540,-0.005310,-0.989899
"2025-04-21T11:53:23.790Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9722,-0.1606,0.1196,16.30,-5.92,-2.01,1.77,-9.27,0.22,0.996552,0.015594,-0.080780,0.003174
"2025-04-21T11:53:23.791Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9722,-0.1606,0.1196,16.30,-5.92,-2.01,1.77,-9.27,0.22,0.996552,0.015594,-0.080780,0.003174
"2025-04-21T11:53:23.791Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9722,-0.1606,0.1196,16.30,-5.92,-2.01,1.77,-9.27,0.22,0.996552,0.015594,-0.080780,0.003174
"2025-04-21T11:53:23.850Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9590,-0.1377,0.1475,-9.34,-9.52,-5.62,0.32,-17.44,0.37,0.988373,0.003326,-0.151611,0.003693
"2025-04-21T11:53:23.851Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9590,-0.1377,0.1475,-9.34,-9.52,-5.62,0.32,-17.44,0.37,0.988373,0.003326,-0.151611,0.003693
"2025-04-21T11:53:23.852Z",k1JCV1QfOk+nKoeOlnng/A==,"WT901BLE67",0.9590,-0.1377,0.1475,-9.34,-9.52,-5.62,0.32,-17.44,0.37,0.988373,0.003326,-0.151611,0.003693
